,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Acidovorax sp. 5MLIR,16,0,0,18,0,0,18,21,0,18,0,14,0,14,0,0,21,21,25,24,19
Fibrella aestuarina,27,13,29,26,13,13,11,28,16,17,14,18,37,13,54,19,29,34,25,21,37
Lysinibacillus capsici,123,0,0,0,0,0,0,48,0,0,0,185,0,0,95,0,0,216,0,0,53
Microvirga lotononidis,50,0,0,0,0,0,11,33,0,0,0,28,17,18,17,13,22,17,15,37,15
Changpingibacter yushuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,12
Vibrio splendidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
Flavobacterium sp. F-29,25,13,0,23,0,24,42,38,19,23,27,0,19,23,13,19,41,35,69,33,83
Lysobacter alkalisoli,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,0,26,24,15,17,0
Sediminicoccus rosea,36,0,19,11,0,0,21,45,15,13,22,15,52,16,37,33,34,41,39,27,21
Mycoplasma sp. E35C,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,11,0,36,11,13,0
Wenyingzhuangia fucanilytica,62,13,12,12,0,15,27,14,11,0,13,51,12,10,22,42,16,59,22,15,32
Pseudomonas sp. OIL-1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,13,24,13,0,15,24,17
Acidianus hospitalis,15,0,0,0,0,0,0,20,0,0,0,39,0,0,0,0,0,26,0,0,0
Desulfosarcina sp. BuS5,18,0,11,0,0,35,35,41,23,37,12,0,13,16,18,19,17,36,31,21,0
Paenibacillus azoreducens,61,22,48,18,19,17,33,51,0,19,25,62,44,35,68,45,37,53,50,38,74
Nitrosopumilus oxyclinae,0,0,0,0,0,0,17,18,16,14,0,0,0,0,0,0,22,22,16,26,0
Arenimonas daejeonensis,16,0,0,0,0,0,0,16,0,0,0,39,13,0,0,0,24,21,25,16,0
Acinetobacter sp. WCHAc010034,18,0,0,0,0,0,37,32,0,0,18,0,0,25,27,0,30,15,25,32,0
Petrimonas mucosa,250,265,356,233,246,55,72,71,44,67,55,340,61,20,19,68,69,63,107,103,43
Fervidobacterium nodosum,15,0,0,0,0,0,0,15,10,0,0,39,0,0,21,18,13,15,25,10,0
Haploplasma axanthum,34,0,0,0,0,0,19,13,0,0,24,80,19,17,31,32,30,90,48,29,63
Thermotoga sp. Cell2,144,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,28,0,0,0,0
Livvievirus viph1249a,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphaerospermopsis torques-reginae,12,0,14,0,0,0,15,13,15,14,0,22,0,0,0,0,24,43,26,10,26
Treponema succinifaciens,65,38,72,30,42,32,47,75,27,17,46,79,65,47,59,79,56,86,58,42,70
Azospirillum thermophilum,14,16,22,22,0,14,12,60,20,0,23,0,36,47,38,36,48,34,47,22,26
Pseudarthrobacter sp. IC2-21,37,0,0,0,0,0,0,20,0,0,0,88,18,0,21,14,0,0,0,13,0
Pseudomonas argentinensis,0,0,0,0,0,0,0,13,0,0,0,0,19,0,15,0,0,13,0,0,12
Tessaracoccus aquimaris,13,0,17,0,0,0,22,16,0,0,0,0,31,30,44,19,27,20,0,0,30
Lactococcus sp. NH2-7C,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,35,17,35,0,17,0
Leuconostoc mesenteroides,71,0,21,0,0,36,59,43,43,43,37,50,31,20,27,36,110,82,38,83,70
Gemella haemolysans,86,24,27,38,14,13,26,47,23,20,19,128,17,11,14,42,58,116,65,62,37
Pseudomonas sp. B21-017,143,0,0,0,0,0,160,188,0,0,176,0,0,0,0,0,0,0,0,0,137
Tunisvirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Lacinutrix sp. Bg11-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Heyndrickxia vini,36,21,17,0,0,12,19,15,0,0,13,28,17,21,13,24,30,76,56,47,25
Aquitalea aquatilis,22,0,0,0,0,0,0,19,0,0,0,14,11,0,12,0,25,14,13,24,28
Rhizobium sp. 32-5/1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Mycobacterium dioxanotrophicus,22,0,13,0,0,26,25,36,31,44,44,49,48,35,30,21,0,27,16,23,0
uncultured Flavobacterium sp.,51,0,0,0,0,25,43,24,21,23,28,13,20,0,0,22,21,36,25,41,0
Streptomyces sp. S584,0,0,0,0,0,0,0,31,0,0,0,0,26,18,20,0,0,19,17,0,15
Maribacter cobaltidurans,78,0,0,0,0,0,0,14,0,0,0,97,0,0,0,35,15,22,20,36,13
Nitrincola iocasae,0,0,0,0,0,0,0,33,0,0,0,16,18,0,0,0,14,14,0,0,0
Mycolicibacterium sp. MU0053,0,0,0,0,0,0,0,18,0,0,0,0,27,0,45,27,29,28,28,36,0
Sulfuriroseicoccus oceanibius,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0
Bythopirellula goksoeyrii,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Maribacter sp. HTCC2170,24,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,23,33,24,11
Pelodictyon luteolum,19,0,0,14,0,0,12,22,0,0,0,47,12,0,15,0,10,0,14,0,12
Xanthomonas albilineans,19,0,0,0,0,0,0,0,0,0,0,16,0,0,0,10,10,17,10,0,0
Polymorphospora rubra,0,0,0,0,0,0,0,22,16,15,0,0,18,16,26,18,12,12,16,17,0
Psychrobacter arcticus,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,32,30,36,0
Burkholderia sp. MSMB0856,49,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Paracoccus tegillarcae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Streptomyces sp. VNUA24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,0,0,0
Sphingobacterium siyangense,105,0,0,0,0,0,0,0,0,0,0,66,0,0,27,60,0,0,71,85,0
Vibrio sp. B1ASS3,37,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,36,0
Allobaculum sp. Allo2,65,31,46,34,30,31,71,84,39,26,61,68,72,87,116,69,98,119,117,82,81
Vibrio sp. JC009,24,0,0,0,0,0,0,13,0,0,18,53,0,0,0,13,15,15,16,0,17
Parvibaculum lavamentivorans,0,0,0,0,0,0,0,31,0,0,0,0,44,18,46,0,28,32,18,0,0
Ottowia oryzae,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,29,20,20,13,16,26
Vulgatibacter incomptus,0,0,0,0,0,0,0,20,11,0,0,0,18,0,14,12,20,13,11,13,17
Couchioplanes caeruleus,0,0,0,0,0,0,15,28,0,0,0,0,20,27,22,27,18,0,24,0,12
Sedonavirus tusconh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,39
Shewanella psychrophila,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,11,22,0,0,0
Mycoplasma crocodyli,26,0,12,0,0,13,10,10,0,0,23,50,10,0,12,10,26,28,24,16,42
Alkaliphilus metalliredigens,73,56,75,41,51,28,38,44,12,11,24,112,18,20,31,22,47,71,65,40,38
Flavobacterium sp. MDT1-60,74,0,28,16,0,40,70,37,54,60,41,116,56,21,14,22,42,41,56,32,22
Sulfurimonas sediminis,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,11,15,0,12
Borreliella spielmanii,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Aneurinibacillus soli,55,21,46,31,18,0,45,52,0,24,26,186,42,26,51,47,48,32,50,39,50
Corynebacterium efficiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15
Burkholderia oklahomensis,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,12,0,0,0,0
Mycobacterium malmoense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,14
Streptomyces sp. SAT1,13,0,0,0,0,0,19,55,49,28,20,0,29,25,41,14,32,20,29,21,19
Lactiplantibacillus paraplantarum,0,0,13,11,0,0,0,0,0,0,0,16,0,0,0,0,0,18,17,13,0
Echinicola strongylocentroti,107,27,14,19,19,0,15,17,0,0,0,51,0,12,0,13,17,25,39,39,11
Nitrosopumilus sp.,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulobacter henricii,0,0,0,15,0,0,0,0,0,0,0,0,12,11,0,26,13,0,0,0,12
Bifidobacterium sp. ESL0790,38,0,0,0,0,0,18,31,0,0,19,14,25,35,25,16,15,13,16,26,33
Campylobacter rectus,10,0,17,0,0,0,17,15,0,0,15,0,54,21,56,0,0,15,0,0,0
Chryseobacterium sp. G0201,48,0,15,0,0,0,23,34,0,0,0,26,17,0,19,14,0,25,28,14,0
Paenibacillus yonginensis,47,24,27,20,0,28,44,39,17,28,35,70,35,30,47,62,47,57,71,55,65
Staphylococcus pseudoxylosus,14,0,0,0,0,0,21,0,0,0,0,21,0,0,0,19,0,38,23,18,23
Nocardioides sp. dk884,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20
Borreliella finlandensis,36,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
Maribacter aestuarii,23,0,14,0,0,0,0,0,0,0,0,25,0,0,0,0,16,38,22,17,0
Ralstonia pickettii,36,0,0,0,0,0,15,14,0,0,0,61,16,13,0,0,28,18,19,32,23
Streptomyces spongiicola,0,29,34,0,19,0,16,18,0,0,0,0,21,22,19,44,0,30,16,19,13
Pseudoalteromonas sp. THAF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
Dyella sp. M7H15-1,0,0,20,25,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,10,0
Rhizobium sp. T136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0
Mycolicibacterium vaccae,0,0,0,0,0,0,20,15,0,0,0,0,30,17,0,23,0,0,24,21,19
Pantoea vagans,31,0,0,0,0,0,0,29,0,0,0,65,18,0,25,32,65,30,34,35,42
Elizabethkingia sp. JS20170427COW,53,0,0,0,0,0,15,11,0,0,13,10,0,0,11,12,12,27,18,14,0
Haladaptatus salinisoli,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18
Nibricoccus aquaticus,0,0,0,0,0,0,15,0,0,0,0,0,0,11,15,0,12,18,14,0,27
Williamsoniiplasma somnilux,23,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
Sphingobacterium sp. UDSM-2020,137,0,11,12,0,25,36,24,22,31,33,203,29,0,0,23,37,49,48,26,19
Bacillus sp. OxB-1,37,17,26,23,18,0,16,39,11,15,15,32,38,29,49,29,25,16,16,23,17
Sphingobacterium thalpophilum,86,13,21,12,14,28,34,29,12,34,38,51,59,21,44,36,38,26,28,36,28
Burkholderia cepacia,70,0,38,31,37,0,36,39,31,39,54,50,27,27,24,59,46,70,31,56,51
Oligella urethralis,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,10,11
Brevundimonas goettingensis,13,0,0,14,0,0,0,0,0,0,38,34,0,20,0,0,12,14,0,0,0
Acetivibrio thermocellus,85,54,59,24,24,63,111,169,49,69,101,86,184,122,272,121,107,163,124,86,83
Gramella sp. MAR_2010_147,34,0,0,0,0,0,0,0,0,0,0,31,0,0,0,23,17,19,34,19,0
Idiomarina sp. OT37-5b,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,10,0,0,0
Aromatoleum petrolei,0,0,16,0,0,0,0,15,0,0,0,0,0,17,0,0,15,19,20,14,14
Flagellatimonas centrodinii,0,0,21,14,13,0,0,37,14,0,0,0,27,14,24,19,22,15,23,0,11
Arthrobacter sp. Helios,0,0,0,0,0,0,0,10,0,0,0,0,18,0,15,0,0,0,10,0,25
Cupriavidus sp. P-10,0,0,0,0,0,0,0,22,0,0,16,15,0,0,20,0,16,21,19,20,48
Natrinema sp. DC36,18,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
Moorella thermoacetica,45,14,16,0,12,0,15,53,12,16,19,20,31,17,38,37,29,20,36,16,45
Bifidobacterium scardovii,61,0,11,14,0,0,19,36,18,0,10,89,33,30,37,47,16,28,27,17,67
Streptomyces flavofungini,0,31,30,27,24,0,29,45,26,0,0,0,0,22,20,25,26,15,18,0,22
Streptomyces sp. INR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Halomonas meridiana,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,22,0,23,19,0,42
Pseudobdellovibrio exovorus,23,0,0,0,0,0,0,13,0,0,0,14,0,0,0,18,16,12,18,23,0
Dermabacter vaginalis,0,0,0,0,0,0,0,15,0,0,0,0,39,0,41,0,0,0,0,0,0
Paraburkholderia acidisoli,33,0,0,0,0,30,13,15,0,0,0,32,20,0,0,18,26,32,33,31,16
Exiguobacterium antarcticum,0,0,16,0,12,0,22,19,11,0,17,0,34,22,48,15,14,16,20,0,0
Cystobacter fuscus,21,0,14,0,0,0,27,51,11,17,0,0,27,24,31,10,38,34,40,35,46
Thermus brockianus,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,12,0,0,0,0,25
Salinigranum rubrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Paenibacillus cellulosilyticus,39,11,31,0,0,41,45,36,29,27,20,25,33,21,14,21,21,36,27,21,59
Methanocaldococcus bathoardescens,0,17,55,13,21,0,26,16,0,0,20,0,28,20,0,36,0,31,19,19,0
Luteimonas chenhongjianii,18,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,14,22,0,13,0
Actinomyces slackii,0,0,0,0,0,0,0,25,0,0,0,0,12,12,17,12,11,0,18,12,10
Aurantimonas sp. HBX-1,0,0,0,0,0,0,12,26,0,0,0,0,15,15,26,0,23,0,14,15,15
Thermoanaerobacter wiegelii,77,0,0,0,0,0,0,0,0,0,29,40,65,56,63,0,0,166,142,106,0
Campylobacter canadensis,14,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,32,0,17,21
Aerococcus sp. Group 1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,25,0,0,0,0
uncultured Allomuricauda sp.,61,0,0,0,0,0,0,15,0,13,0,29,0,0,15,17,22,22,18,13,0
Tessaracoccus sp. T21,0,0,0,0,0,0,0,27,0,0,0,0,0,0,26,0,0,0,0,0,0
Sulfurimonas gotlandica,63,33,13,21,21,25,27,15,15,26,17,52,37,0,15,24,26,46,57,32,0
Ruminococcus gauvreauii,727,399,907,377,421,280,629,784,314,367,718,981,605,569,654,828,524,712,745,418,911
uncultured Holophaga sp.,23,0,0,0,0,0,12,19,0,11,0,29,15,16,17,13,16,12,18,11,18
Leptothrix cholodnii,17,0,0,0,13,0,15,20,0,0,0,0,13,13,19,24,24,19,27,23,16
Thermoanaerobacter kivui,21,31,51,0,0,55,127,144,0,0,29,33,41,33,50,32,115,90,56,48,85
Pseudomonas parafulva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Azotobacter salinestris,11,0,0,0,0,0,0,20,0,0,0,0,29,29,43,15,15,0,14,0,16
Haloprofundus sp. MHR1,13,0,0,0,0,0,0,0,0,0,0,30,0,29,0,0,0,0,0,0,0
Cupriavidus neocaledonicus,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
Listeria ivanovii,53,0,0,0,0,0,0,17,11,0,0,35,11,0,12,38,14,32,22,23,24
Clostridium tyrobutyricum,78,41,55,12,31,35,58,65,31,27,37,121,34,44,47,68,83,200,142,71,97
Pseudomonas otitidis,23,0,22,16,16,42,64,75,35,34,45,14,70,54,53,32,46,40,46,27,18
Nostoc sp. NIES-3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0
Comamonas thiooxydans,57,0,43,0,46,0,30,77,0,0,0,20,48,33,39,40,59,60,49,58,45
Actinotignum schaalii,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermus antranikianii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,0
Hoylesella enoeca,994,366,506,445,409,35,51,76,40,30,33,2111,42,50,62,60,86,63,108,117,80
Campylobacter ureolyticus,30,14,52,18,21,20,26,25,0,11,27,26,13,0,12,20,12,37,26,12,21
Mycoplasma sp. 1018B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,35,12,12,0
Rahnella aquatilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
Halarcobacter bivalviorum,70,0,0,0,0,32,52,21,34,30,31,39,32,0,14,10,20,72,22,24,15
Salinibaculum sp. KK48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0
Streptomyces vilmorinianum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,41,24,39,0
Burkholderia diffusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Nocardioides sp. W7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,19,17,19,16,0
Gordonia sp. KTR9,0,0,24,22,0,0,36,28,36,0,0,0,26,36,30,0,30,43,21,0,43
Sphingobacterium sp. E70,47,0,0,0,0,0,0,16,0,0,0,21,11,0,0,12,13,13,18,20,0
Pseudanabaena sp. ABRG5-3,15,0,0,0,0,0,13,14,0,0,0,21,0,0,0,0,16,0,0,17,0
Latilactobacillus sakei,48,0,0,0,0,0,0,23,0,0,0,43,0,0,12,24,13,26,24,69,50
Haliangium ochraceum,19,13,12,17,12,17,27,64,16,19,24,10,43,35,46,48,40,59,54,47,47
Streptococcus pseudopneumoniae,17,13,0,0,0,0,16,40,0,0,0,26,13,0,0,23,48,27,17,51,0
Methylophaga nitratireducenticrescens,0,0,0,0,0,0,27,31,16,0,17,56,19,0,0,44,21,27,18,21,14
Pseudomonas sp. P8_241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
Slackia heliotrinireducens,107,23,47,38,21,32,92,236,56,69,61,217,142,166,198,95,104,93,108,88,106
uncultured Shewanella sp.,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
Rhizobium gallicum,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0
Lentilactobacillus laojiaonis,32,0,0,0,0,14,0,0,0,0,0,42,10,0,0,0,0,38,17,13,19
Mesorhizobium sp. J8,0,0,0,0,0,0,0,42,0,0,0,0,27,45,34,30,25,39,30,0,0
Lysinibacillus sp. OF-1,0,0,0,0,0,0,15,17,0,16,20,0,0,15,0,0,27,23,23,15,16
Picosynechococcus sp. PCC 7117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Streptomyces halobius,39,0,0,0,0,0,16,25,0,0,0,16,0,0,0,0,21,27,14,14,22
Rhodobaca barguzinensis,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,10,11,10
Rhizobium sp. SSM4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0
Salinivibrio kushneri,22,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,29,19,0
Mesorhizobium loti,0,0,73,0,0,0,0,0,0,0,0,81,53,0,0,0,72,46,38,70,0
Paenibacillus sp. PK1-4R,28,0,0,0,0,0,0,0,0,0,0,20,0,0,0,23,36,37,29,0,0
Staphylococcus simulans,63,33,41,31,23,11,29,31,11,23,37,100,36,38,29,10,29,60,47,24,28
Chroococcidiopsis sp. CCMEE 29,16,0,0,0,0,0,0,22,0,0,0,0,0,15,20,0,0,17,16,0,0
Streptococcus australis,38,0,15,0,24,0,20,24,15,0,20,738,0,14,16,33,23,21,0,22,23
Sphingomonas sp. SUN039,13,0,0,0,0,0,0,10,0,0,0,14,0,0,0,10,0,13,11,0,0
Methanosarcina barkeri,13,0,35,0,19,29,52,43,31,0,33,25,16,54,59,56,36,89,62,39,74
Sellimonas intestinalis,824,751,1180,608,612,354,774,926,388,437,755,1094,810,784,947,1135,1358,1539,1373,1068,15202
Deinococcus geothermalis,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,15
Streptomyces sp. CGMCC 4.1456,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
Barnesiella viscericola,1507,982,436,917,1401,272,370,735,295,270,284,1105,473,549,481,1837,2741,2400,5352,3609,706
Enterococcus hirae,142,0,11,13,0,0,18,21,0,0,14,45,0,16,19,36,21,38,31,15,28
Deinococcus aetherius,0,0,0,0,0,14,16,31,11,14,0,0,40,24,36,29,44,34,38,24,16
Chromobacterium violaceum,93,0,0,0,0,0,0,29,0,0,0,51,0,0,0,0,38,64,49,43,56
Nonomuraea phyllanthi,20,0,17,23,0,11,21,59,14,14,13,0,34,19,38,40,45,25,31,20,42
Dinoroseobacter shibae,0,0,14,17,0,0,0,25,0,0,0,0,0,0,0,0,20,24,25,32,0
Micromonospora tulbaghiae,0,0,0,0,0,0,0,25,35,0,0,0,42,27,26,38,37,0,0,31,0
Lysinibacillus parviboronicapiens,35,0,0,0,0,0,15,13,0,0,0,13,14,12,23,38,39,65,37,31,13
Spirosoma radiotolerans,44,0,25,0,0,0,0,17,0,0,0,32,0,10,0,13,0,15,23,20,10
Rhizobium rhizogenes,0,0,25,0,0,0,18,33,0,0,0,0,37,26,42,29,63,50,31,34,20
Bifidobacterium sp. ESL0682,12,0,0,0,0,0,0,15,0,0,0,0,0,0,11,10,17,13,33,22,0
Candidatus Nitrosocosmicus hydrocola,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,17,0,11,0
Microbulbifer sp. GL-2,0,0,0,0,0,0,11,15,0,0,0,0,0,0,15,0,0,14,0,12,36
Calothrix sp. 336/3,23,0,22,0,11,10,22,11,0,0,17,37,0,14,0,13,0,13,14,0,0
Roseibium aggregatum,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,67,84,74,51,46,38
Xanthomonas sacchari,28,15,14,0,0,26,40,78,43,40,45,0,88,60,75,50,58,45,55,25,35
Rhizobium sp. NZLR1,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Polaribacter vadi,28,0,0,0,0,0,0,0,0,0,0,31,0,0,0,16,17,35,27,23,14
Aquipluma nitroreducens,216,14,15,19,0,0,17,21,0,0,17,201,14,19,31,26,34,23,49,46,27
Sedimentibacter sp. MB35-C1,89,34,61,29,30,27,67,75,32,18,33,70,56,65,63,66,47,125,82,48,110
Methanothrix harundinacea,0,0,0,0,0,0,0,31,0,0,0,0,18,12,0,0,0,39,20,15,38
Mycoplasmopsis columboralis,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,25,17,21,18,0
Nocardiopsis akebiae,61,0,0,0,0,0,0,0,0,0,0,52,41,0,59,0,0,0,0,0,0
Staphylococcus shinii,25,19,24,0,0,0,0,0,0,0,12,29,0,0,0,0,0,25,25,15,0
Neobacillus sp. Marseille-Q6967,39,28,50,20,33,12,21,26,23,17,30,53,20,29,44,30,24,38,42,30,42
Microbacterium suwonense,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelagibacterium sp. H642,0,0,0,0,0,0,0,21,0,0,0,0,22,25,32,19,0,0,0,0,26
Mesotoga prima,0,0,0,0,0,0,12,23,0,13,21,10,28,18,45,10,0,11,14,0,20
Pseudomonas avellanae,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
Acetobacterium wieringae,158,47,80,49,49,60,117,177,54,42,78,141,82,88,122,106,92,156,139,102,142
Microbacterium esteraromaticum,17,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,12,17,20,0,29
Kangiella sediminilitoris,0,0,0,0,0,0,10,0,0,10,15,0,21,16,10,18,0,11,17,16,0
Prevotella histicola,548,148,206,175,210,15,0,16,0,0,0,1482,14,0,0,30,32,39,38,39,33
Dietzia psychralcaliphila,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,0
Blohavirus americanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,259,0,0
Companilactobacillus farciminis,30,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,32,28,22,24
Comamonas sp. NLF-1-9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Ensifer adhaerens,72,0,34,20,19,18,43,78,30,28,35,71,59,46,64,47,77,47,49,43,55
Janthinobacterium agaricidamnosum,65,0,0,0,0,0,0,12,0,0,0,0,32,0,25,14,15,0,41,14,68
Lichenihabitans psoromatis,13,0,0,0,0,0,36,37,14,11,22,13,23,18,13,10,17,18,19,0,16
Sphaerotilus sp. FB-5,20,19,23,30,0,0,20,60,29,0,0,0,63,33,75,22,17,32,50,27,50
Flavobacterium agricola,20,0,10,0,0,11,30,31,26,22,25,27,33,26,24,13,23,52,36,17,23
Streptomyces niveus,33,0,0,14,0,0,22,38,0,0,20,76,13,17,27,27,30,33,25,43,47
Marinagarivorans cellulosilyticus,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,25,13,14,10
Dissulfurispira thermophila,19,0,13,10,0,0,17,11,10,0,0,54,0,0,13,22,21,54,27,13,28
Leuconostoc carnosum,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,15,0,70,25,0,33
Klebsiella oxytoca,35,15,15,20,17,0,13,25,0,17,12,23,16,26,21,49,49,33,44,43,39
Bordetella bronchialis,18,0,0,0,0,17,21,23,0,0,13,0,22,12,17,25,27,23,27,22,30
Starkeya sp. ORNL1,0,0,22,20,18,0,0,19,0,0,0,0,15,0,0,16,31,14,28,16,15
Cruoricaptor ignavus,43,29,21,69,12,0,12,12,0,0,0,42,0,0,14,36,60,74,107,76,14
Euzebya pacifica,11,0,0,0,0,17,15,43,13,11,0,0,22,21,21,25,15,16,24,17,28
Ectothiorhodospira haloalkaliphila,0,0,0,0,0,0,0,16,0,0,12,0,13,12,0,17,0,10,21,0,26
Enterobacteriaceae endosymbiont of Donacia crassipes,20,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
Bartonella schoenbuchensis,0,20,20,30,28,0,0,0,0,0,0,72,0,25,19,0,0,0,0,0,0
Roseiflexus sp. RS-1,11,0,0,0,0,0,17,24,0,0,0,0,17,14,12,15,12,18,22,18,11
Chryseobacterium arthrosphaerae,127,22,41,27,15,59,86,59,55,78,68,87,69,66,70,68,66,96,93,52,25
Chryseolinea soli,53,0,0,10,17,0,19,52,11,21,21,67,38,35,57,38,45,58,54,55,36
Mucilaginibacter xinganensis,42,0,0,0,0,16,16,21,11,15,21,26,20,0,0,32,14,15,17,19,17
Methanobacterium lacus,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,18,18,0,0
Schaalia turicensis,34,0,17,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,20
Emticicia sp. 21SJ11W-3,28,10,0,0,0,0,24,27,0,0,16,28,14,24,30,15,21,19,16,24,14
Pauljensenia hongkongensis,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,15
