,sum,noZero,rowMeans
Winogradskyella helgolandensis,0.010922657938426398,15,0.0007281771958950932
Blastochloris tepida,0.0079803115474837,13,0.0006138701190372077
Streptomyces katrae,0.0038736508711411997,6,0.0006456084785235333
Natranaerofaba carboxydovora,0.0166534405741233,18,0.00092519114300685
Enterobacter sp. JUb54,0.0028606865152331,5,0.00057213730304662
Aneurinibacillus sp. B1,0.0160411946795501,16,0.0010025746674718812
Comamonas fluminis,0.0044878000923564,8,0.00056097501154455
Asaia bogorensis,0.0031339544192702,7,0.00044770777418145716
Bacillus subtilis,0.08387461184484118,17,0.004933800696755364
Escherichia coli,7.765779415076838,21,0.36979901976556373
Neobacillus cucumis,0.0202398612241377,17,0.0011905800720081
Sphingobacterium sp. KACC 22765,0.005902991093687001,12,0.0004919159244739167
Nostoc sp. TCL240-02,0.009298301911793901,13,0.0007152539932149155
Parvicella tangerina,0.005327111369527401,7,0.0007610159099324858
Borrelia sp. P9F1,0.0065867590912512,10,0.0006586759091251201
Romboutsia sp. CE17,0.0735286438903886,21,0.0035013639947804095
Methylogaea oryzae,0.0040857462808404,11,0.0003714314800764
Cryobacterium sp. SO1,0.0102141981511456,11,0.0009285634682859637
Paenibacillus sp. YPD9-1,0.024388591121592203,19,0.0012836100590311685
Sinorhizobium meliloti,0.03421955903673889,19,0.0018010294229862576
Pseudomonas taetrolens,0.005833980188943699,6,0.0009723300314906165
Serratia proteamaculans,0.009434232107643999,14,0.0006738737219745713
Aliarcobacter cryaerophilus,0.039036994622131296,20,0.001951849731106565
Clostridium cadaveris,0.1629844541309414,21,0.007761164482425781
Ruminococcus sp. FMBCY1,2.852585240738594,12,0.23771543672821616
Roseivivax sp. THAF30,0.011605332700493501,11,0.0010550302454994092
Methanosarcina lacustris,0.0051398783058621,9,0.0005710975895402334
Shewanella donghaensis,0.0072428603873292,14,0.0005173471705235143
Liquorilactobacillus nagelii,0.006412247977362,13,0.0004932498444124615
Luteimicrobium xylanilyticum,0.0043377112734014,7,0.0006196730390573428
Sphingomonas sanxanigenens,0.007502279408203499,8,0.0009377849260254374
Corallococcus coralloides,0.0091568498356653,12,0.0007630708196387751
Opitutus terrae,0.009296794442851699,16,0.0005810496526782312
Streptomyces sp. ITFR-16,0.0107124353876653,9,0.0011902705986294778
Geomonas paludis,0.0160411185575237,18,0.0008911732531957611
Corynebacterium kroppenstedtii,0.0055527169449097,12,0.0004627264120758083
Kerstersia gyiorum,0.0020491406768931,5,0.00040982813537862
Planococcus halotolerans,0.0124913877996384,18,0.0006939659888688
Paenibacillus protaetiae,0.027139072119209302,21,0.0012923367675813954
Ideonella dechloratans,0.0067474895629015,8,0.0008434361953626875
Nocardia gipuzkoensis,0.0051024953596651,8,0.0006378119199581375
Teredinibacter purpureus,0.003969615892181,6,0.0006616026486968334
Sutterella faecalis,0.0623945583381218,20,0.0031197279169060898
Halopseudomonas phragmitis,0.0033354954419386003,9,0.0003706106046598445
Methylococcus sp. Mc7,0.007007236834738299,10,0.0007007236834738299
Rhodoferax sp. PAMC 29310,0.0111643643196939,13,0.0008587972553610692
Neisseria yangbaofengii,0.0037550074787587005,5,0.0007510014957517401
Vescimonas fastidiosa,5.119401840213537,21,0.24378104001016843
Microbacterium wangchenii,0.0028385824180145,5,0.0005677164836028999
Microbacterium hominis,0.03942435907670349,12,0.0032853632563919575
Helicobacter pylori,0.05125582337359869,21,0.00244075349398089
Haliovirga abyssi,0.020735946584169898,19,0.0010913656096931525
Serratia plymuthica,0.026280284447335298,20,0.0013140142223667648
Luteimonas sp. YGD11-2,0.0051405097210387996,10,0.00051405097210388
Alteromonas mediterranea,0.0063941899816417,10,0.00063941899816417
Limosilactobacillus reuteri,0.07675107730073623,21,0.003654813204796963
Streptomyces griseocarneus,0.0044951092119051,10,0.00044951092119051
Bacillus velezensis,0.1355148453139151,18,0.007528602517439729
Microbacterium sp. NIBRBAC000506063,0.0053981081620325,6,0.0008996846936720833
Chania multitudinisentens,0.0038636058086604004,6,0.0006439343014434001
Lacticaseibacillus pantheris,0.0043120170587199,9,0.0004791130065244333
Cupriavidus gilardii,0.014279951605165698,12,0.0011899959670971414
Streptococcus porcinus,0.009391052267652699,15,0.0006260701511768466
Amycolatopsis sp. EV170708-02-1,0.005212872238302301,9,0.0005792080264780334
Falsihalocynthiibacter arcticus,0.002149998771434,5,0.00042999975428680004
Chitinophaga pinensis,0.014764988965855897,19,0.0007771046824134682
Synechococcus sp. CBW1004,0.0075867411133554,10,0.0007586741113355399
Pseudoduganella sp. SL102,0.003387769660504,5,0.0006775539321008
Neisseria canis,0.0067930877709111,8,0.0008491359713638875
Acholeplasma laidlawii,0.0145169799377817,16,0.0009073112461113563
Bradyrhizobium arachidis,0.0193450634979025,11,0.0017586421361729546
Faecalibacillus intestinalis,9.159827614265314,21,0.4361822673459673
Streptacidiphilus sp. P02-A3a,0.012167850611502,15,0.0008111900407667999
Thioflavicoccus mobilis,0.0024902637732099,5,0.00049805275464198
Roseococcus microcysteis,0.0081255843834544,12,0.0006771320319545333
Caldicellulosiruptor hydrothermalis,0.0100646656931044,10,0.00100646656931044
Azospirillum argentinense,0.024939968678802295,17,0.0014670569811060174
Pseudochrobactrum sp. XF203,0.0059547076774061,7,0.0008506725253437286
Streptomyces sp. SCSIO ZS0520,0.010641734124915503,14,0.000760123866065393
Bordetella flabilis,0.0039741669950551,6,0.0006623611658425167
Mycolicibacterium rhodesiae,0.0041892424076507,7,0.0005984632010929571
Aggregatimonas sangjinii,0.0051270262392571,7,0.0007324323198938715
Nitrosospira lacus,0.005323715728717601,8,0.0006654644660897001
Streptomyces longhuiensis,0.0038319299058434,8,0.000478991238230425
Sulfurospirillum diekertiae,0.0078416954079035,12,0.0006534746173252917
Burkholderia latens,0.0046107237190581,5,0.00092214474381162
Staphylococcus muscae,0.003583160085183,7,0.000511880012169
Methanosphaera sp. BMS,0.0063449383852113,9,0.0007049931539123667
Shinella sp. XGS7,0.013210231348872501,11,0.0012009301226247728
Ehrlichia ruminantium,0.0131011876705249,13,0.0010077836669634538
Treponema phagedenis,0.0251598372693066,17,0.0014799904276062705
Cellulomonas sp. S1-8,0.010401901517915898,15,0.0006934601011943932
Hydrogenimonas thermophila,0.0051666960458781,8,0.0006458370057347625
Pirellula staleyi,0.0023612463814855003,6,0.0003935410635809167
Marinobacterium sediminicola,0.0017639813607399002,5,0.00035279627214798004
Agrobacterium larrymoorei,0.0081732900314954,13,0.0006287146178073384
Acidibrevibacterium fodinaquatile,0.0018742973279212002,5,0.00037485946558424006
Mycoplasmopsis maculosa,0.0047388284866543,7,0.0006769754980934714
Sphingomonas morindae,0.0021604252762144,5,0.00043208505524288
Legionella cardiaca,0.002610838585252,5,0.0005221677170504
Glutamicibacter arilaitensis,0.0025269990240716998,5,0.00050539980481434
Mesorhizobium terrae,0.013147576520260199,13,0.0010113520400200154
Pantoea stewartii,0.0022668723886156996,6,0.00037781206476928325
Streptococcus lutetiensis,0.0221544933048681,20,0.001107724665243405
Bdellovibrio sp. 22V,0.0042601875450264,10,0.00042601875450264
Microbacterium caowuchunii,0.0041509080233293,7,0.0005929868604756144
Acidipropionibacterium acidipropionici,0.010319334373821999,15,0.0006879556249214665
Gloeobacter kilaueensis,0.0032259595494640997,6,0.0005376599249106833
Streptomyces atratus,0.0097024141193199,10,0.0009702414119319901
Corynebacterium ureicelerivorans,0.0028824040347191,5,0.00057648080694382
Geovibrio thiophilus,0.027421061675684602,17,0.0016130036279814472
Bacteroides fragilis,31.024744953089748,21,1.477368807289988
Pusillibacter faecalis,1.812291869664767,21,0.08629961284117937
Caulobacter rhizosphaerae,0.0097775953325981,14,0.00069839966661415
Actinomyces sp. Z16,0.0124164222471465,15,0.0008277614831431
Enterococcus thailandicus,0.0034713275025546,9,0.0003857030558394
Imtechella halotolerans,0.007632796176489901,11,0.0006938905614990819
Rhizobium tumorigenes,0.0030929566619227002,6,0.0005154927769871167
Agreia sp. COWG,0.0030580744671855,6,0.00050967907786425
Rhodophyticola sp. CSW1921,0.004928000831495901,11,0.00044800007559053643
Synechococcus sp. SYN20,0.0078834179332119,6,0.00131390298886865
Flavobacterium dauae,0.0069246088729445,11,0.0006295098975404091
Capnocytophaga sp. FDAARGOS_737,0.008247032756662,10,0.0008247032756662
Chromobacterium vaccinii,0.0159641412082756,12,0.0013303451006896332
Corynebacterium glucuronolyticum,0.0053427171834150005,7,0.0007632453119164286
Parachlamydia acanthamoebae,0.0018495869660532,5,0.00036991739321064
Iodobacter fluviatilis,0.005793738340645601,9,0.0006437487045161779
Corynebacterium lizhenjunii,0.0023824309781856996,6,0.0003970718296976166
Chryseobacterium sp. wdc7,0.0034505759534889002,6,0.00057509599224815
Caulobacter sp. FWC26,0.009708076313606,12,0.0008090063594671667
Neptunomonas concharum,0.0041880391227281,11,0.0003807308293389182
Bacteroides coprosuis,0.06141864034053299,19,0.003232560017922789
Lysobacter soli,0.0130312594715048,14,0.0009308042479646286
Rhizobium sp. 11515TR,0.0084147267677633,10,0.00084147267677633
Polaribacter sp. L3A8,0.0200751767569717,19,0.0010565882503669316
Anaerocolumna cellulosilytica,0.1992648995255247,21,0.0094888047393107
Enterococcus cecorum,0.1157256189108993,21,0.005510743757661872
Stenotrophomonas sp. 169,0.0027870864783784,5,0.0005574172956756801
Caldithrix abyssi,0.011987455167496702,20,0.0005993727583748351
Geoalkalibacter subterraneus,0.019044840630632203,21,0.0009068971728872477
Eggerthella lenta,0.8878475602336356,21,0.04227845524922075
Devosia sp. A16,0.0042849927189333005,10,0.00042849927189333005
Nonlabens marinus,0.0084262631144777,14,0.0006018759367484071
Paenibacillus albus,0.0115782137953044,16,0.000723638362206525
Bacillus vallismortis,0.01414615304875,20,0.0007073076524375
Alistipes shahii,7.612637796728417,21,0.3625065617489722
Microbulbifer sp. H12,0.0036642405207365,6,0.0006107067534560834
Paenibacillus sp. E222,0.030025405871789,19,0.001580284519567842
Pseudomonas rhodesiae,0.0050830220910326,7,0.0007261460130046571
Liquorilactobacillus mali,0.0152241968729516,17,0.0008955409925265647
Pseudoalteromonas luteoviolacea,0.016575521399345098,20,0.0008287760699672549
Endozoicomonas sp. 8E,0.0029809127440221,8,0.0003726140930027625
Mobiluncus curtisii,0.0063922414174346995,10,0.0006392241417434699
Fuscovulum sp. YMD61,0.0023876679552527,5,0.00047753359105054
Clostridium sp. JN-9,0.045971539000046496,21,0.002189120904764119
Neobacillus sp. OS1-32,0.022012062730183298,21,0.0010481934633420618
Erythrobacter sp. THAF29,0.0047266313092737995,10,0.00047266313092737995
Corynebacterium ciconiae,0.0022027128694771,5,0.00044054257389542
Fructilactobacillus fructivorans,0.0020685613280794,5,0.00041371226561588
Rhizobium jaguaris,0.005466763786314601,10,0.00054667637863146
Aristaeella lactis,0.3178300722638781,21,0.015134765345898957
Candidatus Nasuia deltocephalinicola,0.0030469359912221,6,0.0005078226652036833
Propionimicrobium sp. PCR01-08-3,0.0107067224024977,15,0.0007137814934998467
Acinetobacter wuhouensis,0.0049428702560308,7,0.0007061243222901143
Caldimicrobium thiodismutans,0.0022120541941203003,5,0.0004424108388240601
Dehalobacterium formicoaceticum,0.0457451486335331,21,0.0021783404111206236
Flintibacter sp. KGMB00164,1.2560816722723214,21,0.05981341296534864
Paenibacillus sp. MMS20-IR301,0.0323658857963141,21,0.0015412326569673382
Hydrogenophaga sp. BPS33,0.0086503581743164,12,0.0007208631811930333
Saprospira grandis,0.011337798079708698,13,0.000872138313823746
Methanosarcina mazei,0.018183452491866404,16,0.0011364657807416503
Candidatus Protofrankia datiscae,0.0025167902758091,6,0.00041946504596818336
Caldimonas thermodepolymerans,0.008332743091626599,12,0.0006943952576355499
Aequoribacter fuscus,0.0032214545942544,7,0.0004602077991792
Gemmatirosa kalamazoonensis,0.019762592464177303,19,0.001040136445483016
Staphylococcus pasteuri,0.013179238271504998,19,0.0006936441195528947
Proteus mirabilis,0.0352785912471087,20,0.001763929562355435
Stenotrophomonas acidaminiphila,0.0171205219776179,12,0.0014267101648014916
Lacticaseibacillus sp. KACC 23028,0.0035805180925107,9,0.0003978353436123
Microbacterium sp. zg-B185,0.0031423857688167,7,0.00044891225268810003
Streptomyces tubbatahanensis,0.0079361230808507,10,0.0007936123080850699
Legionella sp. MW5194,0.0023797276110447,5,0.00047594552220894
Paenibacillus borealis,0.023621965381011797,21,0.0011248554943338951
Streptomyces sp. KMM 9044,0.0049526852905937,8,0.0006190856613242125
Tetragenococcus halophilus,0.026634149667838506,21,0.0012682928413256431
Gramella sp. MT6,0.0026177644489370003,6,0.00043629407482283336
Cutibacterium avidum,0.009768630489671401,15,0.0006512420326447601
Aliarcobacter skirrowii,0.0139841797696877,16,0.0008740112356054813
Segatella baroniae,0.07320310807080961,10,0.007320310807080961
Kroppenstedtia eburnea,0.0174936242172012,21,0.0008330297246286286
Pseudomonas mosselii,0.0036250614760370997,5,0.00072501229520742
Paracoccus seriniphilus,0.0110781244509844,15,0.0007385416300656267
Arachidicoccus sp. BS20,0.0080990866448021,12,0.0006749238870668418
Paraoerskovia sediminicola,0.0026873806691642,6,0.0004478967781940333
Tenacibaculum mesophilum,0.004867997913069201,6,0.0008113329855115335
Kaistella carnis,0.006339006118379099,9,0.0007043340131532333
Roseateles depolymerans,0.0087163506048874,16,0.0005447719128054625
Flavobacterium luteolum,0.015476170206929301,9,0.001719574467436589
Lacticaseibacillus rhamnosus,0.0187545926235717,18,0.0010419218124206502
Allofrancisella guangzhouensis,0.0029966354552326997,5,0.00059932709104654
Sphingobacterium sp. BN32,0.004921763332720601,8,0.0006152204165900751
Clostridium argentinense,0.05545248926454871,21,0.002640594726883272
Marinilactibacillus sp. 15R,0.0069148694788335,10,0.00069148694788335
Pelagovum pacificum,0.0053246723422895005,6,0.0008874453903815834
Leptospira noguchii,0.0096535691258911,14,0.0006895406518493643
Megamonas hypermegale,0.055756707038117394,21,0.0026550812875293997
Pseudomonas sivasensis,0.0058519283555246,10,0.00058519283555246
Lacipirellula limnantheis,0.0027588915654259,5,0.00055177831308518
Brachyspira hampsonii,0.0148591062669406,17,0.0008740650745259177
Thermanaerovibrio acidaminovorans,0.0039700189630353,7,0.0005671455661479
Variovorax sp. 38R,0.0061292765110352995,6,0.00102154608517255
Flavobacterium sediminis,0.013401567220505499,14,0.0009572548014646785
Paraburkholderia caribensis,0.018065913847189103,16,0.001129119615449319
Dyella sp. GSA-30,0.0041342017347908,6,0.0006890336224651333
Pantoea deleyi,0.0019616326428845,5,0.0003923265285769
Exiguobacterium acetylicum,0.025943177293161302,18,0.0014412876273978501
Neochlamydia sp. S13,0.0017654432690591,5,0.00035308865381182
Arthrobacter agilis,0.009647111854619202,16,0.0006029444909137001
Leisingera thetidis,0.0062276312776692,11,0.0005661482979699273
Frateuria soli,0.0050427151501555,9,0.000560301683350611
Corynebacterium testudinoris,0.0027438648966773,5,0.0005487729793354601
Massilia sp. R2A-15,0.012940407231718397,13,0.000995415940901415
Bradyrhizobium sp. NP1,0.0090465480154658,14,0.0006461820011047
Sanguibacter keddieii,0.004126318252676401,7,0.0005894740360966287
Shewanella yunxiaonensis,0.0036941269951897998,9,0.00041045855502108887
Heyndrickxia coagulans,0.0477628282493487,21,0.0022744203928261285
Streptomyces sp. EAS-AB2608,0.012560604178055402,5,0.0025121208356110804
Vibrio scophthalmi,0.0056923953680702005,9,0.0006324883742300222
Winogradskyella forsetii,0.029298385137867203,21,0.0013951611970412954
Acinetobacter ursingii,0.0153791914635271,10,0.0015379191463527101
Campylobacter upsaliensis,0.0046537694412883,8,0.0005817211801610375
Lutibacter profundi,0.006788364251800299,10,0.0006788364251800299
Helicobacter cholecystus,0.0021215600299872,6,0.0003535933383312
Candidatus Liberibacter solanacearum,0.0037711182132124004,7,0.0005387311733160572
Bordetella sp. N,0.012847797725495798,18,0.0007137665403053221
Mesoflavibacter sp. SCSIO 43206,0.0180105141252307,12,0.0015008761771025583
Paracoccus kondratievae,0.005821782225891601,6,0.0009702970376486001
Coprococcus comes,12.972590839785198,21,0.6177424209421523
Pseudomonas oryzae,0.0020313965887612,5,0.00040627931775224
Mesorhizobium sp. B2-8-5,0.0069107681878892,8,0.00086384602348615
Faecalibacter bovis,0.009031200888304499,11,0.0008210182625731363
Bacteroides salyersiae,5.161384785071664,21,0.24578022786055542
Nocardioides sp. BP30,0.0088369123602174,14,0.0006312080257298143
Catenibacterium sp. co_0103,0.24103659221142432,21,0.011477932962448777
uncultured Ilyobacter sp.,0.0413187555054518,21,0.001967559785973895
Conexibacter sp. SYSU D00693,0.009457484132033898,13,0.000727498779387223
Collinsella aerofaciens,8.32098426611274,21,0.3962373460053686
Arcobacter venerupis,0.010742991749461401,15,0.0007161994499640934
Halomonas alkaliantarctica,0.007688959385371901,7,0.001098422769338843
Devosia rhizoryzae,0.0037042208685901996,8,0.00046302760857377495
